Country,Commodity_Type,Order_Volume_Units,Lead_Time_Days,On_Time_Delivery_%,Delivery_Delay_Days,Disruption_Type,Supplier_Reliability_Score,Resupply_Time_Days,Stockout_Frequency_per_Year,Transport_Mode,Freight_Cost_USD,CO2_Emissions_tons,Warehouse_Type,Data_Year,Disruption_Severity,Outcome_Metric
Kenya,Malaria_RDT,1637819,38,85.51925796,6.588928702,COVID_Lockdown,0.979623858,28.72696776,0.077548306,Ocean,81681.74678,16070.68548,RDC,2020,5,0.616
Nigeria,LLIN,1570373,56,88.27754348,4.919632477,Conflict,0.867873183,34.36940502,0.092822159,Ocean,83454.90039,12134.18468,Public_Depot,2020,5,0.67
Ethiopia,Contraceptive,644557,54,84.91723116,10.45008778,None,0.851412059,26.76484934,0.059532759,Ocean,44640.74794,8758.6407,RDC,2023,1,0.52
Kenya,Malaria_RDT,1040121,57,89.75978831,5.285638193,None,0.702558551,49.19876082,0.14507329,Land,51271.72759,18418.13146,COE,2021,1,0.632
Zambia,HIV_ARV,3499330,51,81.92864077,3.444898017,None,0.84085746,21.09302191,0.182487763,Ocean,67324.1211,20660.89802,RDC,2020,1,0.593
Zambia,Malaria_RDT,1775049,71,92.71230298,5.371519979,Flood,0.942924483,42.12416635,0.08249644,Ocean,97309.9026,6729.860285,RDC,2021,4,0.698
Ghana,Maternal_Health,3295705,55,89.51103806,3.383092499,Flood,0.763696917,25.29054413,0.188308393,Ocean,57125.91804,14920.72919,RDC,2023,4,0.645
Ethiopia,HIV_ARV,533442,56,89.62716896,6.120940042,COVID_Lockdown,0.801850195,40.54974322,0.103353781,Ocean,120677.8077,15988.55275,Public_Depot,2022,5,0.64
Ethiopia,LLIN,4159545,35,85.47473562,8.962061846,Port_Closure,0.705965725,53.87094071,0.104503125,Land,91049.97531,13973.42619,COE,2022,2,0.537
Ghana,Contraceptive,1470827,53,78.93690748,4.975987903,Conflict,0.983308979,33.86484683,0.120043908,Ocean,95931.35024,19295.52808,Public_Depot,2021,4,0.579
Kenya,Malaria_RDT,2006874,66,90.4196735,5.27041898,Port_Closure,0.719329021,42.65044049,0.053666213,Land,75049.94736,7632.418081,3PL,2023,2,0.705
Ethiopia,HIV_ARV,3981814,60,79.10219333,7.393493584,Conflict,0.960484126,29.28200547,0.076672104,Ocean,37118.45313,10745.17565,COE,2023,5,0.55
Zambia,Maternal_Health,4738118,33,90.4798633,8.561720072,Flood,0.790766437,38.65083015,0.110647491,Land,100957.5602,13427.2496,RDC,2020,4,0.575
Zambia,HIV_ARV,1801797,50,82.13936392,3.642094204,Flood,0.870391357,21.30520488,0.188396577,Ocean,63333.90157,16679.4867,RDC,2021,3,0.586
Malawi,Maternal_Health,147406,72,78.06475673,5.517008019,Port_Closure,0.897001507,48.49259088,0.128538516,Ocean,40243.22744,17829.25457,RDC,2020,2,0.555
Nigeria,LLIN,3502814,53,86.00499852,7.406786922,Flood,0.740840459,35.01443139,0.066623312,Ocean,59957.14362,8176.461053,3PL,2021,4,0.605
Ethiopia,Contraceptive,3822827,58,91.91400275,5.989856768,Port_Closure,0.82869022,37.49405142,0.002093715,Ocean,82608.28611,5894.638262,3PL,2020,2,0.734
Kenya,LLIN,4628887,71,81.17198126,0,None,0.794385169,40.83044804,0.19633313,Ocean,13652.21137,16118.25474,RDC,2020,1,0.652
Ghana,Malaria_RDT,1071436,53,93.99517312,7.94818088,None,0.716414715,16.39906906,0.098596912,Ocean,74916.38206,13466.25931,RDC,2023,1,0.623
Ghana,HIV_ARV,2941912,62,89.28370272,6.568643944,Port_Closure,0.94162616,31.6932104,0.187699032,Air,115249.7171,13657.49703,3PL,2023,2,0.566
Kenya,Maternal_Health,1659184,59,86.78379761,6.781846221,Port_Closure,0.713098649,41.6228889,0.109869047,Ocean,85959.2196,16215.32019,Public_Depot,2022,3,0.598
Uganda,Maternal_Health,4848793,61,83.82187872,1.423547817,None,0.889444808,38.08096324,0.121092972,Ocean,120981.2376,9760.236226,COE,2022,1,0.702
Mozambique,HIV_ARV,4234238,58,84.17051324,5.457169804,None,0.791082439,66.12814583,0.142382451,Ocean,72905.38413,12040.66285,COE,2023,1,0.591
Nigeria,HIV_ARV,2378476,49,88.15083614,7.5300357,None,0.755717505,55.10461145,0.064195147,Air,119594.5263,15094.76647,3PL,2023,1,0.618
Ghana,Malaria_RDT,534273,50,90.23020429,2.358258185,Port_Closure,0.893454955,41.6751403,0.139796792,Ocean,44750.7707,9196.732062,3PL,2020,3,0.715
Ethiopia,LLIN,2453233,46,83.03251891,3.13836635,None,0.866615937,27.73001042,0.105358382,Ocean,102996.2626,10830.56714,Public_Depot,2022,1,0.665
Nigeria,Maternal_Health,2872236,38,81.96743336,7.581437363,None,0.791424315,34.06078701,0.13449599,Ocean,81751.84844,13419.40536,RDC,2023,1,0.53
Ethiopia,Malaria_RDT,738332,67,84.93086591,2.998692126,None,0.848758617,47.89761871,0.167166652,Land,125646.0513,15094.16188,3PL,2021,1,0.637
Uganda,LLIN,776448,55,92.96814338,4.374473367,None,0.771408759,40.91945362,0.036845826,Air,72628.18634,7214.820802,Public_Depot,2021,1,0.765
Zambia,Malaria_RDT,120463,66,79.9155583,1.896144023,Conflict,0.950471973,55.31325018,0.122710182,Ocean,53422.39979,15668.24961,3PL,2022,5,0.657
Nigeria,Maternal_Health,1183183,70,91.71238822,10.4598157,None,0.791007446,40.82444083,0.010422266,Ocean,100200.4854,14747.24409,RDC,2021,1,0.591
Malawi,HIV_ARV,2916457,55,86.21139916,6.561868296,Flood,0.771094379,41.39000969,0.020423018,Ocean,134415.5857,9630.955049,3PL,2020,4,0.66
Ghana,HIV_ARV,2480992,41,77.73630428,4.23381507,Port_Closure,0.918031776,59.49054596,0.134918847,Ocean,92085.39916,21996.89789,RDC,2022,2,0.578
Nigeria,LLIN,4364380,53,83.69183799,3.672874428,COVID_Lockdown,0.705101822,26.84123122,0.01418753,Ocean,83736.97962,9197.824753,Public_Depot,2023,5,0.724
Nigeria,Contraceptive,4899433,48,89.04834036,1.314906131,None,0.777723402,60.80629052,0.119071556,Ocean,48551.23798,15938.06698,COE,2021,1,0.75
Nigeria,LLIN,4961408,35,95.00906973,4.669699726,None,0.808864614,49.23559376,0.04400252,Ocean,113407.1409,14110.17673,Public_Depot,2020,1,0.767
Mozambique,Contraceptive,1210294,49,79.36313638,6.995174244,None,0.955849009,78.82564244,0.060816966,Ocean,83451.79653,11345.59196,COE,2023,1,0.572
Nigeria,Malaria_RDT,4768784,54,71.90411762,2.570557708,None,0.975628123,31.58281155,0.0259273,Ocean,106024.3006,13360.96792,Public_Depot,2024,1,0.64
Ethiopia,Malaria_RDT,2394688,48,79.45223592,5.316623364,Flood,0.90777861,59.55284524,0.049733497,Ocean,90916.80193,15134.64322,COE,2020,3,0.621
Zambia,Maternal_Health,86413,47,91.65207754,3.897854676,None,0.842834216,41.60646251,0.164258357,Ocean,146200.2608,24418.73241,Public_Depot,2021,1,0.666
Uganda,Contraceptive,2998632,42,77.03129146,9.140347789,None,0.885780249,37.77298959,0.127775681,Ocean,68277.53047,7205.829146,RDC,2020,1,0.467
Kenya,Maternal_Health,614430,56,93.48626945,3.089903708,Conflict,0.820060305,43.65882684,0.189951959,Land,69375.07722,2155.563255,COE,2024,4,0.679
Nigeria,HIV_ARV,3718508,73,92.07404474,7.331467623,Port_Closure,0.786659491,41.50257695,0.009748971,Air,115402.6216,8959.430341,COE,2024,2,0.689
Ghana,Contraceptive,4910319,67,86.95518121,9.182067788,None,0.97569954,30.65300858,0.158482399,Ocean,116138.5669,12879.49606,RDC,2020,1,0.508
Nigeria,LLIN,3074015,61,82.86817345,3.868608189,None,0.733463166,38.42034559,0.139815437,Ocean,117088.2548,15661.95925,RDC,2023,1,0.621
Ghana,HIV_ARV,965480,61,86.27630313,3.234267657,None,0.800454135,43.68528022,0.052178461,Ocean,84619.84162,13385.8641,COE,2023,1,0.73
Ethiopia,HIV_ARV,3691141,53,89.05543676,7.768106956,COVID_Lockdown,0.960735798,34.89813261,0.145833341,Ocean,91229.71652,12391.23399,COE,2024,5,0.564
Ghana,LLIN,3431915,36,88.29238232,0,Conflict,0.909711015,46.48529785,0.14330971,Land,44579.36987,19146.67366,COE,2022,4,0.756
Malawi,HIV_ARV,92056,51,94.69829687,6.291783917,Conflict,0.708439421,36.44989102,0.091869041,Ocean,80173.93728,9836.469604,3PL,2022,5,0.68
Kenya,Contraceptive,2198983,45,84.69948775,0.274034621,COVID_Lockdown,0.706698905,45.50014358,0.137727924,Land,93303.89318,19650.07226,Public_Depot,2023,5,0.724
Zambia,Maternal_Health,2992775,56,79.49578513,8.667234995,Port_Closure,0.849788614,44.05259359,0.088916181,Ocean,93320.09551,15482.13636,RDC,2022,2,0.515
Ghana,HIV_ARV,823952,67,78.61359646,4.243710967,None,0.840433386,45.41598839,0.067109119,Land,62267.80253,18998.43675,RDC,2023,1,0.63
Ghana,Contraceptive,958380,74,77.61354366,4.727665728,Port_Closure,0.828467546,23.81543389,0.093298192,Air,52019.66762,9228.322471,Public_Depot,2021,2,0.593
Zambia,Malaria_RDT,4670792,55,86.98139461,2.827252372,Flood,0.787679691,53.1649937,0.179025896,Air,116325.7526,11591.21175,RDC,2023,4,0.647
Kenya,Contraceptive,4876709,38,84.8281565,0.25187821,Conflict,0.986125229,29.60753686,0.076916759,Ocean,111620.546,7154.999897,RDC,2021,5,0.776
Nigeria,Maternal_Health,1387768,55,86.16327301,8.797581313,Port_Closure,0.778876324,37.76975926,0.080737635,Land,78031.89794,14200.78096,COE,2024,2,0.56
Ghana,Contraceptive,3140930,55,83.3147023,4.486827475,Port_Closure,0.84211166,32.24991496,0.121680646,Ocean,115974.0485,14283.72994,RDC,2022,3,0.622
Zambia,LLIN,1910971,61,80.44916571,14.62630582,COVID_Lockdown,0.817418998,40.85618164,0.150599895,Land,113184.3496,21034.02294,3PL,2024,5,0.35
Malawi,Maternal_Health,1564101,54,89.07167942,2.569454591,None,0.749372334,38.66651952,0.146924172,Air,34648.30918,13323.25274,3PL,2020,1,0.695
Malawi,Malaria_RDT,2380344,55,73.6846805,3.05991762,Conflict,0.758759458,47.81431728,0.003959746,Ocean,81882.61198,6930.922411,COE,2020,5,0.659
Ethiopia,LLIN,1456150,48,81.99202216,2.308267656,None,0.966307795,40.52659644,0.137483067,Land,125159.5788,16776.77392,COE,2024,1,0.653
Zambia,Contraceptive,575005,51,89.9324508,4.471518322,Port_Closure,0.94890112,35.29977786,0.09011081,Land,37292.44287,9346.67299,RDC,2023,3,0.696
Ethiopia,Maternal_Health,3469548,60,81.49580787,9.725653723,None,0.757722849,18.4311016,0.104817994,Air,41478.71636,7921.99833,COE,2023,1,0.493
Malawi,Malaria_RDT,1279458,34,87.9583771,8.03041201,Flood,0.953942161,50.61188159,0.112332667,Ocean,103798.474,15807.92022,COE,2022,4,0.572
Kenya,LLIN,1217272,51,81.99870452,0.486338499,Port_Closure,0.760663978,46.21043413,0.146343923,Land,123770.3353,9928.520776,Public_Depot,2024,2,0.689
Nigeria,Malaria_RDT,4805997,61,83.72077563,8.612360227,None,0.881698433,51.10149022,0.166266597,Air,76602.68445,10604.39601,COE,2020,1,0.498
Zambia,Contraceptive,3500087,71,88.87460258,7.048373858,Conflict,0.723571352,37.77527744,0.129252189,Air,70918.05522,18609.95118,3PL,2024,5,0.592
Uganda,Malaria_RDT,1543551,51,79.61075841,6.44416348,Flood,0.955307192,44.28319507,0.112781444,Land,34026.66022,15054.24115,RDC,2024,4,0.555
Malawi,HIV_ARV,4023313,66,89.72639165,2.9472775,Flood,0.714935087,32.15929506,0.074753851,Ocean,76051.21605,15388.06272,COE,2022,4,0.749
Malawi,LLIN,2486831,71,86.22960246,3.170269104,None,0.860933438,31.06236042,0.027575644,Ocean,40841.12737,7494.262589,Public_Depot,2023,1,0.75
Uganda,Malaria_RDT,4215255,51,92.28219434,5.4112017,Conflict,0.926116342,36.59678067,0.191715536,Ocean,74360.63731,15822.17787,RDC,2020,5,0.611
Mozambique,Contraceptive,1756517,49,87.04074986,3.340512014,None,0.733882074,51.06168307,0.092368458,Ocean,124323.3014,11890.28517,RDC,2022,1,0.702
Malawi,Contraceptive,3247445,53,80.6525669,8.937895952,None,0.817299278,36.70271111,0.113242449,Air,46166.60712,11223.55202,RDC,2020,1,0.502
Ghana,Malaria_RDT,3198491,54,94.63997211,3.212132972,None,0.712165544,39.35096888,0.150214628,Ocean,77431.37965,14633.97932,Public_Depot,2020,1,0.718
Kenya,Contraceptive,405054,65,81.07028528,0,Port_Closure,0.897998247,42.90933786,0.013682097,Ocean,110829.7787,13033.26042,3PL,2023,2,0.8
Zambia,Maternal_Health,3251208,47,84.86421958,1.09562917,Conflict,0.789160383,40.30411238,0.171002202,Ocean,61712.98602,7146.877602,Public_Depot,2023,4,0.678
Uganda,Maternal_Health,3889847,70,90.78704463,1.286109882,None,0.862224621,52.17204684,0.159405149,Ocean,97236.81561,16808.00951,Public_Depot,2022,1,0.73
Ghana,Maternal_Health,1216670,46,76.60036113,4.209955779,None,0.970492358,31.02318097,0.154885716,Ocean,109305.8382,17190.18174,RDC,2021,1,0.557
Uganda,HIV_ARV,730667,42,93.1983449,5.648198101,Conflict,0.788698851,41.19691401,0.004396541,Ocean,87352.63273,10650.60952,Public_Depot,2022,4,0.753
Zambia,Malaria_RDT,2898883,60,80.24557854,5.16140131,Flood,0.714101967,45.69073328,0.10530377,Ocean,87968.58298,15435.64622,RDC,2022,4,0.594
Ethiopia,HIV_ARV,2064017,67,83.7250029,6.382726993,Conflict,0.895932053,20.29264719,0.010853674,Air,52061.45199,16654.00285,COE,2021,4,0.652
Zambia,Contraceptive,4689276,56,87.44428952,4.243159928,None,0.928183929,43.19259324,0.110174516,Land,73022.1273,5525.322977,COE,2020,1,0.668
Mozambique,HIV_ARV,4072261,59,85.79147072,4.349279016,Flood,0.977781882,56.10429105,0.143689665,Ocean,89865.74699,10939.06173,Public_Depot,2024,4,0.628
Zambia,Contraceptive,4687203,74,89.94588029,10.25557992,None,0.745762254,35.7941103,0.02437005,Ocean,27952.95654,4290.419489,3PL,2021,1,0.578
Zambia,Contraceptive,4725519,67,77.99596215,8.616072714,COVID_Lockdown,0.813720578,26.97950007,0.138976621,Ocean,17607.90071,15536.17493,RDC,2024,5,0.479
Mozambique,LLIN,4944940,55,89.63725677,6.224901446,Port_Closure,0.944800733,45.60439957,0.089906569,Ocean,80404.16556,14786.02439,Public_Depot,2020,2,0.647
Kenya,Maternal_Health,2049482,50,90.03621194,7.750011427,Flood,0.933992704,42.15384732,0.162310586,Land,96364.44443,10378.87386,Public_Depot,2021,4,0.559
Malawi,Contraceptive,3699244,65,91.14612915,0,None,0.881190755,58.2693607,0.106717788,Ocean,87643.30484,12399.05397,3PL,2023,1,0.814
Zambia,LLIN,4664466,63,78.05169614,2.532384143,None,0.778116878,45.25201544,0.067224307,Ocean,36364.88988,11527.49006,RDC,2022,1,0.667
Mozambique,Maternal_Health,3963397,59,78.65532383,3.703389458,None,0.782370234,28.67743484,0.066398313,Ocean,118106.352,4838.634263,Public_Depot,2021,1,0.644
Ghana,Contraceptive,3138589,51,84.28812175,2.567702114,None,0.735960868,28.13502156,0.179497304,Land,88106.24234,18201.30244,3PL,2021,1,0.632
Ethiopia,Contraceptive,4289399,54,79.19587109,0.362788074,None,0.967337565,50.31782908,0.090574317,Ocean,114120.8204,14020.69967,RDC,2020,1,0.712
Ethiopia,HIV_ARV,1571722,53,76.9801605,6.261631408,Flood,0.750150139,44.2829419,0.081150779,Ocean,65840.46055,12422.91837,COE,2023,3,0.56
Zambia,HIV_ARV,1912205,51,84.07267971,9.157243278,None,0.866137114,39.30136677,0.007974724,Ocean,92950.21816,12448.84875,3PL,2021,1,0.579
Kenya,Maternal_Health,1515915,48,87.17045681,4.961570831,Conflict,0.869461911,42.06865845,0.072864921,Ocean,100611.6401,15830.92267,Public_Depot,2023,4,0.675
Kenya,Contraceptive,400067,57,98,6.944546137,None,0.807185578,45.30323066,0.169925411,Land,115135.6652,6652.680168,COE,2024,1,0.625
Ghana,Malaria_RDT,1756826,48,88.74337577,4.872398138,None,0.802230354,44.47383911,0.152197531,Ocean,112599.2993,9498.516019,RDC,2021,1,0.63
Zambia,HIV_ARV,2109385,56,94.76135,3.675083571,Conflict,0.893890641,21.93427429,0.044182641,Air,60998.77959,13851.86936,3PL,2023,5,0.795
Ethiopia,Maternal_Health,1491246,34,85.77924457,7.757589677,Flood,0.812606356,54.60036418,0.082611325,Ocean,81526.61166,17462.29146,COE,2022,3,0.583
Kenya,Contraceptive,2417322,49,88.79782996,0.715427178,Port_Closure,0.773983464,55.4033288,0.039315935,Ocean,69303.68363,3359.913028,COE,2020,2,0.833
Zambia,Contraceptive,1425645,65,85.26931152,0,None,0.815748194,61.72154087,0.190843363,Ocean,89288.8495,16984.28936,Public_Depot,2023,1,0.69
Uganda,Malaria_RDT,3788858,45,98,0.673100534,Flood,0.934222003,59.11126667,0.119623576,Air,41873.0585,10167.93023,COE,2020,3,0.843
Kenya,Maternal_Health,2320463,60,82.57204568,7.560763935,Port_Closure,0.980278752,57.07054921,0.150870959,Ocean,37302.9099,11853.69877,Public_Depot,2021,2,0.524
Mozambique,Contraceptive,884440,46,83.2501285,5.261633321,None,0.884425567,36.5621663,0.14276173,Ocean,156569.3458,13135.24678,RDC,2021,1,0.588
Uganda,HIV_ARV,4900334,62,89.98270344,6.129613938,Flood,0.926809355,43.61643373,0.174737873,Ocean,143060.3609,8580.646017,Public_Depot,2024,3,0.591
Malawi,Malaria_RDT,749895,52,87.03736452,10.03076898,Port_Closure,0.85451921,54.0039855,0.189865556,Air,119977.3787,8038.962931,3PL,2020,2,0.469
Kenya,Maternal_Health,295144,51,83.87918998,1.509980976,None,0.881198711,18.39097318,0.006489235,Land,99526.63477,13830.1755,COE,2022,1,0.791
Ethiopia,Malaria_RDT,4074227,55,90.80188574,8.612511107,COVID_Lockdown,0.98654513,37.37585402,0.195060236,Land,108263.9686,20579.38018,RDC,2022,5,0.521
Nigeria,HIV_ARV,3872727,41,85.79426418,3.811026758,Conflict,0.827141471,19.53554863,0.174108493,Ocean,108345.5463,9215.228789,Public_Depot,2023,4,0.619
Uganda,Maternal_Health,1294360,64,85.75901636,3.354917374,None,0.719213862,43.36337961,0.076589482,Ocean,134640.638,9183.768518,Public_Depot,2022,1,0.703
Malawi,Malaria_RDT,3099316,68,87.15291154,5.243661132,Port_Closure,0.977532006,55.18969528,0.167413849,Ocean,70224.64328,8105.050538,Public_Depot,2020,2,0.599
Ghana,LLIN,2599565,51,77.32939655,5.713208767,None,0.929987899,40.22557977,0.147311596,Ocean,62271.25251,12097.77883,RDC,2021,1,0.534
Ghana,HIV_ARV,1199734,60,78.03373004,4.368373581,Conflict,0.815510007,33.16932148,0.158622875,Land,84544.20183,9069.427818,RDC,2020,5,0.561
Ethiopia,HIV_ARV,1896585,62,91.43447806,6.830942903,Flood,0.984894566,43.39798016,0.044138207,Air,102865.7082,9155.536888,3PL,2020,3,0.675
Kenya,HIV_ARV,3010883,54,82.61519165,5.25572923,None,0.800205368,44.94953398,0.12971274,Air,77354.73236,13840.69807,RDC,2021,1,0.593
Zambia,LLIN,4157618,43,85.33524326,4.40200515,None,0.807914857,45.79536195,0.005185179,Ocean,68420.83063,7221.826297,Public_Depot,2020,1,0.724
Kenya,LLIN,956450,70,94.06219318,3.751147593,None,0.876822092,25.42072596,0.169645827,Land,128117.078,19489.23613,RDC,2022,1,0.683
Ethiopia,Contraceptive,1532795,51,85.56066272,5.715039397,Port_Closure,0.779560742,42.92182473,0.190208594,Land,59887.49292,8296.940527,Public_Depot,2023,2,0.561
Ghana,Malaria_RDT,332140,48,84.94955593,0.930026518,Flood,0.902585731,42.21001728,0.132424688,Ocean,129059.6924,17525.75098,3PL,2023,3,0.714
Kenya,Contraceptive,1658795,71,90.48038795,1.77660851,None,0.744326588,51.37954001,0.102533931,Ocean,113895.1065,20891.92628,3PL,2020,1,0.764
Ghana,Malaria_RDT,608981,61,83.00867542,3.897649792,None,0.731327343,39.0926976,0.145146218,Ocean,142358.5571,17792.35185,Public_Depot,2021,1,0.617
Uganda,LLIN,2093321,57,92.01464615,6.634625179,None,0.855114622,63.69068926,0.065272258,Ocean,150493.1454,17295.1539,RDC,2024,1,0.67
Malawi,LLIN,158944,45,90.3777896,11.42855037,None,0.861093168,40.98802299,0.125277559,Land,96106.99505,16184.64169,RDC,2020,1,0.489
Zambia,Contraceptive,1847519,63,95.15166598,4.522023092,None,0.73092997,34.26304116,0.143794588,Ocean,147354.3219,13855.08619,COE,2020,1,0.692
Uganda,Maternal_Health,3927590,83,82.54828478,0,Port_Closure,0.979611116,27.96261773,0.028536156,Ocean,100157.0414,17715.21485,3PL,2024,3,0.802
Ghana,Contraceptive,3765929,63,92.83487323,2.629257471,Flood,0.866253131,33.83371839,0.028013601,Ocean,96884.95573,11957.66098,3PL,2023,3,0.823
Ghana,Malaria_RDT,2008691,59,88.77046054,6.976675549,COVID_Lockdown,0.743800148,30.41217089,0.143227636,Ocean,90814.03526,16460.88758,Public_Depot,2023,5,0.584
Nigeria,Contraceptive,4441401,62,79.37316808,2.089153673,COVID_Lockdown,0.790318332,38.12774845,0.086356499,Ocean,71967.08318,17431.12235,COE,2024,5,0.675
Nigeria,HIV_ARV,2978100,51,73.01911788,1.082764226,Port_Closure,0.932067922,60.24071784,0.1778403,Land,107790.1626,15034.04936,RDC,2021,3,0.579
Uganda,Malaria_RDT,2759236,51,82.00986559,6.961006705,Flood,0.851737143,22.48829313,0.062387776,Ocean,119518.3761,11922.81252,Public_Depot,2020,4,0.591
Mozambique,Malaria_RDT,2003341,51,87.46173904,6.394640183,COVID_Lockdown,0.754563021,23.33099493,0.008486147,Air,43049.05305,14952.51614,RDC,2022,5,0.682
Uganda,Maternal_Health,1023737,49,88.18673966,0.582377772,None,0.729826202,37.18437389,0.129975206,Air,161795.2845,11522.62902,RDC,2023,1,0.752
Nigeria,LLIN,1183387,51,85.70459467,2.315019964,None,0.82492458,23.6449294,0.136847845,Ocean,133735.2679,10824.71487,RDC,2023,1,0.683
Ghana,Malaria_RDT,3952908,51,85.74935317,8.73401053,None,0.797850266,28.21676193,0.110718322,Land,67534.27444,16150.68061,COE,2023,1,0.541
Ethiopia,LLIN,4698455,52,85.3700325,7.55853281,Port_Closure,0.890216032,44.06991863,0.136666529,Ocean,101870.294,13584.80904,3PL,2021,2,0.551
Uganda,Contraceptive,2688439,52,91.15608567,1.407885453,Conflict,0.968321626,39.36875449,0.104750869,Air,83704.57374,16103.09059,3PL,2024,5,0.778
Ghana,HIV_ARV,745532,57,78.81855151,0,None,0.771841783,45.26211539,0.138526563,Air,94985.21865,13610.35057,RDC,2021,1,0.679
Ethiopia,Maternal_Health,345866,55,87.34144929,5.805553748,Port_Closure,0.948017841,47.09269624,0.008787481,Ocean,80921.99123,15037.94971,COE,2023,2,0.698
Ethiopia,LLIN,847057,56,81.88624362,4.111796014,Port_Closure,0.966933974,56.11112713,0.073679474,Ocean,100694.7286,18593.30084,RDC,2020,2,0.655
Nigeria,Malaria_RDT,4442541,70,81.46729467,5.54522569,None,0.961580754,44.54840047,0.042163384,Air,52926.57325,12351.57656,RDC,2023,1,0.636
Uganda,LLIN,1855518,55,91.88115282,6.903985832,None,0.976102426,54.45977179,0.019865228,Ocean,150702.2326,11385.70325,Public_Depot,2020,1,0.693
Kenya,Malaria_RDT,3485088,77,81.08368462,2.131191748,None,0.9442115,41.28489404,0.046818527,Ocean,55200.31583,14719.10334,COE,2020,1,0.718
Zambia,LLIN,2986537,58,85.30240883,3.70356342,None,0.872110942,44.68516074,0.038262124,Air,101571.4985,2684.731925,COE,2023,1,0.719
